City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Norton,ZW,2022-03-13 03:26:58,-17.8833,30.7,61.29,96,44,4.12
286,Grand Forks,US,2022-03-13 03:26:58,47.9417,-97.4337,31.93,86,0,18.41
287,Kupang,ID,2022-03-13 03:26:59,-10.1667,123.5833,85.87,70,92,1.43
288,Ouadda,CF,2022-03-13 03:26:59,8.0777,22.4007,64.74,84,72,0.76
289,Ivdel,RU,2022-03-13 03:26:59,60.6911,60.4206,8.55,96,100,3.47
290,Kisangani,CD,2022-03-13 03:27:00,0.5167,25.2,69.94,100,100,0.4
291,Midland,US,2022-03-13 03:22:17,31.9974,-102.0779,48.87,17,0,10.36
292,Broome,US,2022-03-13 03:27:00,42.2506,-75.833,17.85,77,100,20.71
293,Biak,ID,2022-03-13 03:27:01,-0.9131,122.8766,84.2,70,71,1.52
294,Waingapu,ID,2022-03-13 03:27:01,-9.6567,120.2641,86.11,70,96,7.81
295,Yar-Sale,RU,2022-03-13 03:27:01,66.8333,70.8333,8.65,95,100,9.8
296,Manta,EC,2022-03-13 03:27:02,-0.95,-80.7333,78.58,89,20,0.0
297,Cotonou,BJ,2022-03-13 03:27:02,6.3654,2.4183,81.79,79,90,9.89
298,Salamiyah,SY,2022-03-13 03:27:03,35.0113,37.0532,38.14,97,100,9.62
299,Pangody,RU,2022-03-13 03:27:03,65.85,74.4859,0.61,96,94,9.13
300,Birin,NP,2022-03-13 03:27:04,26.8865,88.0718,69.67,25,0,3.42
301,Filingue,NE,2022-03-13 03:27:04,14.3521,3.3168,77.09,20,100,8.72
302,Denpasar,ID,2022-03-13 03:24:09,-8.65,115.2167,87.46,74,20,4.61
303,Sao Filipe,CV,2022-03-13 03:27:05,14.8961,-24.4956,74.32,57,1,12.12
304,Klaksvik,FO,2022-03-13 03:27:05,62.2266,-6.589,40.12,88,85,14.58
305,Mount Gambier,AU,2022-03-13 03:27:06,-37.8333,140.7667,84.11,18,5,5.75
306,Bell Ville,AR,2022-03-13 03:27:06,-32.6259,-62.6887,56.8,77,84,7.02
307,Saint-Pierre,RE,2022-03-13 03:27:06,-21.3393,55.4781,78.48,86,75,11.5
308,Rawson,AR,2022-03-13 03:27:07,-43.3002,-65.1023,54.86,67,11,5.75
309,Nikolskoye,RU,2022-03-13 03:27:07,59.7035,30.7861,30.78,97,98,4.34
310,Honiara,SB,2022-03-13 03:27:08,-9.4333,159.95,83.08,77,98,5.14
311,Jalu,LY,2022-03-13 03:27:09,29.0331,21.5482,51.62,59,71,8.79
312,Samarai,PG,2022-03-13 03:27:09,-10.6167,150.6667,85.78,71,97,15.39
313,Mnogovershinnyy,RU,2022-03-13 03:27:10,53.9353,139.9242,19.06,81,100,0.65
314,Touros,BR,2022-03-13 03:27:10,-5.1989,-35.4608,78.82,80,91,5.73
315,Ust-Karsk,RU,2022-03-13 03:27:11,52.7011,118.8077,22.98,79,95,2.01
316,Roma,US,2022-03-13 03:27:12,43.2128,-75.4557,19.54,71,100,23.0
317,Menongue,AO,2022-03-13 03:27:12,-14.6585,17.691,63.84,97,100,3.94
318,Roebourne,AU,2022-03-13 03:27:12,-20.7833,117.1333,99.46,27,0,3.18
319,Iqaluit,CA,2022-03-13 03:27:13,63.7506,-68.5145,-22.27,76,20,0.0
320,Labuhan,ID,2022-03-13 03:27:14,-6.8844,112.2051,84.27,75,92,2.73
321,Pianco,BR,2022-03-13 03:27:14,-7.1981,-37.9292,76.5,78,100,5.08
322,Tongliao,CN,2022-03-13 03:27:14,43.6125,122.2653,33.31,70,100,12.88
323,Vila,PT,2022-03-13 03:27:15,42.0304,-8.1588,34.68,93,87,5.01
324,Cabo San Lucas,MX,2022-03-13 03:27:15,22.8909,-109.9124,69.51,69,0,4.61
325,Nara,JP,2022-03-13 03:27:16,34.6851,135.8049,69.49,36,100,8.1
326,Muli,MV,2022-03-13 03:27:16,2.9167,73.5667,82.6,71,37,8.97
327,Evensk,RU,2022-03-13 03:27:16,61.95,159.2333,21.87,81,86,6.73
328,Vilyuysk,RU,2022-03-13 03:27:17,63.7553,121.6247,1.42,92,100,2.66
329,Mola Di Bari,IT,2022-03-13 03:27:17,41.0609,17.0873,39.58,69,9,4.05
330,Sao Jose Da Coroa Grande,BR,2022-03-13 03:27:18,-8.8978,-35.1478,79.27,80,100,5.48
331,Mount Isa,AU,2022-03-13 03:27:18,-20.7333,139.5,96.57,30,1,10.36
332,Nayoro,JP,2022-03-13 03:27:19,44.3506,142.4578,37.35,74,59,0.96
333,Yantal,RU,2022-03-13 03:27:19,56.8471,105.2542,4.19,88,100,3.53
334,Marystown,CA,2022-03-13 03:23:05,47.1666,-55.1483,43.86,100,100,17.0
335,Luganville,VU,2022-03-13 03:27:20,-15.5333,167.1667,83.19,81,95,8.43
336,Moranbah,AU,2022-03-13 03:27:20,-22.0016,148.0466,89.17,36,0,17.2
337,Jaciara,BR,2022-03-13 03:27:20,-15.9653,-54.9683,71.37,95,100,2.95
338,Birjand,IR,2022-03-13 03:27:21,32.8663,59.2211,61.27,44,75,9.22
339,Clyde River,CA,2022-03-13 03:27:21,70.4692,-68.5914,-27.17,68,0,4.61
340,Kysyl-Syr,RU,2022-03-13 03:27:22,63.8986,122.7617,2.48,91,96,3.83
341,Lesnoy,RU,2022-03-13 03:27:22,57.6198,63.0784,-14.48,100,95,3.58
342,Vondrozo,MG,2022-03-13 03:27:23,-22.8167,47.2833,66.42,99,100,2.39
343,Puerto Colombia,CO,2022-03-13 03:24:00,10.9878,-74.9547,80.69,85,99,19.39
344,Geraldton,AU,2022-03-13 03:27:23,-28.7667,114.6,81.01,47,53,10.36
345,Ewa Beach,US,2022-03-13 03:27:24,21.3156,-158.0072,80.55,51,20,13.8
346,Bagado,CO,2022-03-13 03:27:24,5.4116,-76.4152,73.24,96,99,2.24
347,Calama,CL,2022-03-13 03:27:25,-22.4667,-68.9333,57.69,62,0,6.91
348,Hambantota,LK,2022-03-13 03:27:25,6.1241,81.1185,80.94,94,20,5.75
349,Valparaiso,CL,2022-03-13 03:27:25,-33.0393,-71.6273,63.48,70,0,4.61
350,San-Pedro,CI,2022-03-13 03:27:26,4.7485,-6.6363,78.69,88,100,5.48
351,Anadyr,RU,2022-03-13 03:27:26,64.75,177.4833,9.1,71,0,6.71
352,Porto Torres,IT,2022-03-13 03:27:27,40.835,8.3972,51.98,82,100,20.13
353,Manchester,GB,2022-03-13 03:27:20,53.4809,-2.2374,48.38,77,75,9.22
354,Carahue,CL,2022-03-13 03:27:27,-38.7,-73.1667,52.97,96,23,2.35
355,West Bay,KY,2022-03-13 03:27:28,19.3667,-81.4167,80.67,82,20,3.44
356,Kingaroy,AU,2022-03-13 03:27:28,-26.5333,151.8333,78.84,53,40,11.5
357,Edgewater,US,2022-03-13 03:27:28,28.9889,-80.9023,50.02,31,0,13.8
358,Santa Maria,BR,2022-03-13 03:27:29,-29.6842,-53.8069,63.7,88,20,8.05
359,Furth Im Wald,DE,2022-03-13 03:27:29,49.3097,12.84,27.05,66,0,4.72
360,Harlingen,US,2022-03-13 03:26:17,26.1906,-97.6961,51.89,65,0,6.91
361,Muros,ES,2022-03-13 03:27:30,42.7762,-9.0603,44.1,94,15,11.3
362,Nevers,FR,2022-03-13 03:27:30,46.9167,3.3333,39.58,89,12,7.38
363,Qasigiannguit,GL,2022-03-13 03:27:30,68.8193,-51.1922,7.05,95,100,7.18
364,Nola,IT,2022-03-13 03:27:31,40.922,14.5329,44.92,63,82,4.81
365,Vostok,RU,2022-03-13 03:27:31,46.4856,135.8833,28.69,92,100,1.54
366,Santo Antonio Do Ica,BR,2022-03-13 03:27:32,-3.1022,-67.9397,73.38,97,100,2.66
367,Maniitsoq,GL,2022-03-13 03:27:32,65.4167,-52.9,0.79,97,100,4.0
368,Port-Gentil,GA,2022-03-13 03:27:33,-0.7193,8.7815,78.53,84,100,12.71
369,Bereda,ES,2022-03-13 03:27:33,43.2686,-7.5406,40.41,100,85,3.58
370,Aksay,RU,2022-03-13 03:27:34,47.26,39.87,20.25,64,20,5.99
371,Balangir,IN,2022-03-13 03:27:05,20.7167,83.4833,81.09,18,4,4.5
372,Kincardine,GB,2022-03-13 03:27:34,56.0667,-3.7167,46.18,88,100,11.36
373,Nuuk,GL,2022-03-13 03:27:34,64.1835,-51.7216,5.61,85,100,6.91
374,Kikwit,CD,2022-03-13 03:27:35,-5.041,18.8162,69.04,97,100,1.41
375,Martapura,ID,2022-03-13 03:27:35,-3.4167,114.85,86.09,79,40,6.91
376,Fairbanks,US,2022-03-13 03:27:15,64.8378,-147.7164,10.36,44,0,17.27
377,Bartica,GY,2022-03-13 03:27:36,6.4,-58.6167,71.82,99,17,1.86
378,Yulara,AU,2022-03-13 03:27:36,-25.2406,130.9889,96.64,11,40,10.36
379,Sungairaya,ID,2022-03-13 03:27:37,0.7,108.9,86.94,56,49,3.22
380,Hobyo,SO,2022-03-13 03:27:37,5.3505,48.5268,77.13,76,84,12.82
381,Paamiut,GL,2022-03-13 03:27:37,61.994,-49.6678,8.92,93,100,8.41
382,Malaya Purga,RU,2022-03-13 03:27:38,56.5567,53.0043,-0.49,100,73,2.64
383,Amurzet,RU,2022-03-13 03:27:38,47.6967,131.0981,27.18,88,100,8.99
384,Vestmannaeyjar,IS,2022-03-13 03:27:39,63.4427,-20.2734,39.18,55,99,9.89
385,Saint George,US,2022-03-13 03:22:56,37.1041,-113.5841,58.62,23,0,0.0
386,Fernley,US,2022-03-13 03:23:56,39.608,-119.2518,53.74,33,43,16.26
387,Yurla,RU,2022-03-13 03:27:39,59.3259,54.3223,11.62,95,100,6.29
388,Batemans Bay,AU,2022-03-13 03:27:40,-35.7167,150.1833,73.09,62,48,8.84
389,Sisimiut,GL,2022-03-13 03:27:40,66.9395,-53.6735,-4.02,97,100,4.61
390,Puerto Varas,CL,2022-03-13 03:27:41,-41.3195,-72.9854,48.42,100,0,2.3
391,Praia Da Vitoria,PT,2022-03-13 03:27:41,38.7333,-27.0667,55.76,71,20,15.75
392,Itarema,BR,2022-03-13 03:27:41,-2.9248,-39.9167,76.55,84,96,3.51
393,La Macarena,CO,2022-03-13 03:27:42,2.1837,-73.7849,74.44,88,100,1.43
394,Palana,RU,2022-03-13 03:27:42,59.1167,159.9667,18.52,81,54,5.68
395,Tecpan,GT,2022-03-13 03:27:43,14.7623,-90.9947,51.39,92,13,5.95
396,Carutapera,BR,2022-03-13 03:27:43,-1.195,-46.02,75.25,94,100,4.65
397,Trani,IT,2022-03-13 03:27:43,41.2727,16.4154,36.86,61,3,3.0
398,Gavrilov-Yam,RU,2022-03-13 03:27:44,57.3018,39.8533,26.44,94,100,5.39
399,Sangin,AF,2022-03-13 03:27:44,32.0728,64.8359,68.14,44,3,8.48
400,Verkh-Chebula,RU,2022-03-13 03:27:45,56.0308,87.6218,-5.82,99,100,4.16
401,Grindavik,IS,2022-03-13 03:25:03,63.8424,-22.4338,33.75,86,75,9.22
402,Port-Cartier,CA,2022-03-13 03:27:08,50.0334,-66.8654,14.22,85,100,17.49
403,Antalaha,MG,2022-03-13 03:27:45,-14.9003,50.2788,73.45,90,100,6.33
404,Mehamn,NO,2022-03-13 03:27:46,71.0357,27.8492,31.93,93,96,8.59
405,Bac Lieu,VN,2022-03-13 03:27:46,9.285,105.7244,85.48,67,63,20.11
406,Cabedelo,BR,2022-03-13 03:27:46,-6.9811,-34.8339,79.47,80,84,9.51
407,Cap-Haitien,HT,2022-03-13 03:27:47,19.7578,-72.2042,77.4,80,31,6.11
408,Keningau,MY,2022-03-13 03:27:47,5.3378,116.1602,86.07,65,98,2.24
409,Tiarei,PF,2022-03-13 03:27:48,-17.5333,-149.3333,84.22,75,99,8.61
410,Baykit,RU,2022-03-13 03:27:48,61.67,96.37,-5.69,89,27,1.86
411,Burnie,AU,2022-03-13 03:27:48,-41.0667,145.9167,72.91,68,5,6.17
412,Cooma,AU,2022-03-13 03:27:49,-36.2333,149.1333,69.57,49,5,8.05
413,San Pedro De Cajas,PE,2022-03-13 03:27:49,-11.2511,-75.8617,42.62,94,100,2.89
414,Kangaatsiaq,GL,2022-03-13 03:27:50,68.3065,-53.4641,-5.19,92,100,8.3
415,Sioux Lookout,CA,2022-03-13 03:27:50,50.1001,-91.917,8.67,85,100,6.91
416,Draper,US,2022-03-13 03:27:50,40.5247,-111.8638,42.98,58,0,10.36
417,Vila Franca Do Campo,PT,2022-03-13 03:27:51,37.7167,-25.4333,54.19,76,64,7.36
418,Danville,US,2022-03-13 03:27:51,36.586,-79.395,27.25,47,0,11.99
419,Bowen,AU,2022-03-13 03:27:52,-20.0167,148.2333,83.46,65,100,21.3
420,Mbekenyera,TZ,2022-03-13 03:27:15,-10.0,38.9833,68.41,98,99,2.26
421,Ust-Kuyga,RU,2022-03-13 03:27:52,70.0167,135.6,-4.18,91,100,6.08
422,Dunedin,NZ,2022-03-13 03:27:53,-45.8742,170.5036,62.1,75,21,11.5
423,Paracuru,BR,2022-03-13 03:27:53,-3.41,-39.0306,80.11,89,100,4.29
424,Xuddur,SO,2022-03-13 03:27:53,4.1213,43.8894,68.36,80,41,14.32
425,Tura,IN,2022-03-13 03:27:54,25.5198,90.2201,83.73,20,50,2.89
426,Shitanjing,CN,2022-03-13 03:27:54,39.2342,106.3439,57.88,17,97,12.33
427,Penzance,GB,2022-03-13 03:27:54,50.1186,-5.5371,48.88,81,93,32.5
428,Dudinka,RU,2022-03-13 03:27:55,69.4058,86.1778,-21.42,99,51,7.9
429,Nicoya,CR,2022-03-13 03:27:55,10.1483,-85.452,79.45,67,46,3.69
430,Payo,ID,2022-03-13 03:27:56,-3.7508,103.6372,82.62,75,100,2.21
431,Olutanga,PH,2022-03-13 03:27:56,7.3106,122.8464,82.65,74,86,2.73
432,Petropavlovsk-Kamchatskiy,RU,2022-03-13 03:27:56,53.0452,158.6483,34.39,44,20,8.95
433,Ketchikan,US,2022-03-13 03:26:22,55.3422,-131.6461,42.78,87,0,5.75
434,Half Moon Bay,US,2022-03-13 03:27:57,37.4636,-122.4286,54.63,80,100,17.27
435,Semnan,IR,2022-03-13 03:27:57,35.5729,53.3971,53.64,27,100,1.43
436,Panaitolion,GR,2022-03-13 03:27:58,38.5833,21.45,38.91,60,0,5.12
437,Zarand,IR,2022-03-13 03:27:58,30.8127,56.564,60.96,33,95,7.87
438,Caraballeda,VE,2022-03-13 03:27:59,10.6112,-66.8522,75.27,88,20,2.3
439,Sur,OM,2022-03-13 03:27:59,22.5667,59.5289,79.11,42,6,4.92
440,Cidreira,BR,2022-03-13 03:25:40,-30.1811,-50.2056,70.2,68,100,7.74
441,Gull Lake,CA,2022-03-13 03:27:59,50.1001,-108.4847,26.42,85,95,9.19
442,Abu Samrah,SY,2022-03-13 03:28:00,35.3029,37.1841,38.39,96,99,7.27
443,Sinnamary,GF,2022-03-13 03:28:00,5.3833,-52.95,76.1,91,100,10.42
444,Barcarena,BR,2022-03-13 03:28:01,-1.5058,-48.6258,77.05,90,100,7.31
445,Pahrump,US,2022-03-13 03:28:01,36.2083,-115.9839,55.83,13,0,3.0
446,Khandyga,RU,2022-03-13 03:28:01,62.6667,135.6,3.69,89,100,1.72
447,Lazarev,RU,2022-03-13 03:28:02,52.225,141.5131,18.3,88,42,3.62
448,Aginskoye,RU,2022-03-13 03:28:03,51.1,114.53,18.95,73,99,3.74
449,Coquimbo,CL,2022-03-13 03:28:03,-29.9533,-71.3436,58.73,88,0,3.44
450,Naron,ES,2022-03-13 03:28:04,43.5167,-8.1528,47.01,82,76,11.88
451,Odienne,CI,2022-03-13 03:28:04,9.51,-7.5692,74.26,35,38,2.55
452,Sao Sebastiao,BR,2022-03-13 03:28:05,-23.76,-45.4097,74.39,92,100,2.21
453,Atbasar,KZ,2022-03-13 03:28:05,51.8,68.3333,7.95,93,100,13.38
454,Cervo,ES,2022-03-13 03:28:05,43.6702,-7.4101,47.3,80,94,13.91
455,Rosetta,EG,2022-03-13 03:28:06,31.4044,30.4164,49.05,74,99,7.81
456,Najran,SA,2022-03-13 03:28:06,17.4924,44.1277,61.45,63,2,5.46
457,Ibague,CO,2022-03-13 03:28:07,4.4389,-75.2322,66.27,88,100,3.24
458,Ukiah,US,2022-03-13 03:25:43,39.1502,-123.2078,53.49,82,100,8.05
459,Berlevag,NO,2022-03-13 03:28:07,70.8578,29.0864,30.72,80,89,8.86
460,San Patricio,US,2022-03-13 03:28:08,28.017,-97.5169,50.85,39,69,5.61
461,Talnakh,RU,2022-03-13 03:28:08,69.4865,88.3972,-19.66,94,42,8.12
462,Riohacha,CO,2022-03-13 03:28:09,11.5444,-72.9072,79.97,69,100,11.16
463,Vizinga,RU,2022-03-13 03:28:09,61.0749,50.1031,19.76,97,96,5.19
464,Havelock,US,2022-03-13 03:28:10,34.8791,-76.9013,35.55,50,0,18.41
465,Pochutla,MX,2022-03-13 03:28:10,15.7432,-96.4661,79.83,67,30,1.95
466,Xining,CN,2022-03-13 03:28:11,36.6167,101.7667,52.25,11,1,1.21
467,Abu Kamal,SY,2022-03-13 03:28:11,34.4506,40.9171,43.81,78,2,8.01
468,Atar,MR,2022-03-13 03:28:12,20.5169,-13.0499,67.17,12,0,6.42
469,Gamba,GA,2022-03-13 03:28:12,-2.65,10.0,73.83,93,100,4.27
470,Zemio,CF,2022-03-13 03:28:12,5.0314,25.1361,67.32,96,100,2.51
471,Glogova,RO,2022-03-13 03:28:13,44.9281,22.9067,26.17,60,58,3.36
472,Solnechnyy,RU,2022-03-13 03:28:13,50.7214,136.6319,22.14,86,100,5.12
473,Lagdo,CM,2022-03-13 03:28:14,9.05,13.7333,76.57,22,37,0.98
474,Nueve De Julio,AR,2022-03-13 03:28:14,-35.4444,-60.8831,55.94,63,0,8.25
475,Balkanabat,TM,2022-03-13 03:28:15,39.5108,54.3671,43.88,64,65,3.09
476,Matagami,CA,2022-03-13 03:28:15,49.7502,-77.6328,-2.09,84,0,11.5
477,Lorengau,PG,2022-03-13 03:28:16,-2.0226,147.2712,85.95,67,100,7.02
478,Pietarsaari,FI,2022-03-13 03:28:16,63.65,22.6833,21.99,89,100,5.99
479,Alta Floresta,BR,2022-03-13 03:28:16,-9.8756,-56.0861,72.23,96,98,0.81
480,Kirakira,SB,2022-03-13 03:28:17,-10.4544,161.9205,83.21,78,100,3.71
481,Lakes Entrance,AU,2022-03-13 03:28:17,-37.8811,147.981,80.17,58,7,7.36
482,Caravelas,BR,2022-03-13 03:28:18,-17.7125,-39.2481,76.19,86,6,5.3
483,Bontang,ID,2022-03-13 03:28:18,0.1333,117.5,80.04,87,100,5.97
484,Rosario Oeste,BR,2022-03-13 03:28:18,-14.8361,-56.4275,71.38,98,98,2.93
485,Dehloran,IR,2022-03-13 03:28:19,32.6941,47.2679,58.84,29,99,4.59
486,Arlit,NE,2022-03-13 03:28:19,18.7369,7.3853,68.29,13,2,8.14
487,Barra Patuca,HN,2022-03-13 03:28:20,15.8,-84.2833,78.42,79,3,6.91
488,Mukhen,RU,2022-03-13 03:28:20,48.1,136.1,29.03,85,100,3.58
489,Matias Romero,MX,2022-03-13 03:28:21,16.8833,-95.0333,60.33,71,74,19.35
490,Oranjemund,NA,2022-03-13 03:28:21,-28.55,16.4333,64.08,94,35,6.04
491,Itamaraca,BR,2022-03-13 03:28:22,-7.7478,-34.8256,82.45,79,97,6.24
492,Postojna,SI,2022-03-13 03:26:10,45.7769,14.2167,31.35,48,0,8.99
493,La Baule-Escoublac,FR,2022-03-13 03:28:22,47.2922,-2.364,49.66,92,0,10.36
494,Bilma,NE,2022-03-13 03:28:23,18.6853,12.9164,62.83,17,1,10.89
495,Palmer,US,2022-03-13 03:27:02,42.1584,-72.3287,22.5,62,100,26.46
496,Alice Springs,AU,2022-03-13 03:23:43,-23.7,133.8833,92.75,14,1,9.22
497,Adrar,MR,2022-03-13 03:28:24,20.5022,-10.0711,64.78,14,0,8.03
498,Dongsheng,CN,2022-03-13 03:28:24,39.8161,109.9776,53.91,28,78,6.26
499,Klerksdorp,ZA,2022-03-13 03:28:25,-26.8521,26.6667,62.91,72,16,4.59
500,Kamsack,CA,2022-03-13 03:28:25,51.5667,-101.9009,24.82,91,99,14.81
501,Saryg-Sep,RU,2022-03-13 03:28:26,51.5,95.6,14.72,92,100,1.48
502,Dawlatabad,AF,2022-03-13 03:28:26,36.4141,64.9053,62.35,74,100,4.76
503,Komsomolskiy,UZ,2022-03-13 03:28:27,40.4272,71.7189,50.72,93,75,4.61
504,El Alto,PE,2022-03-13 03:28:27,-4.2714,-81.2147,76.15,82,100,3.2
505,Salta,AR,2022-03-13 03:28:27,-24.7859,-65.4117,56.57,87,40,4.0
506,Joao Pinheiro,BR,2022-03-13 03:28:28,-17.7425,-46.1725,71.17,70,78,2.59
507,Oistins,BB,2022-03-13 03:25:16,13.0667,-59.5333,77.09,73,40,23.02
508,Sai Buri,TH,2022-03-13 03:26:12,6.7013,101.6168,82.11,67,100,8.48
509,Chanthaburi,TH,2022-03-13 03:28:29,12.8333,102.1667,82.49,57,99,1.52
510,Okhotsk,RU,2022-03-13 03:28:29,59.3833,143.3,22.77,85,100,3.02
511,Sovetskiy,RU,2022-03-13 03:28:30,61.3614,63.5842,6.46,94,100,8.19
512,Birao,CF,2022-03-13 03:28:30,10.2849,22.7882,71.89,19,10,5.75
513,Siavonga,ZM,2022-03-13 03:28:30,-16.5382,28.7088,71.8,80,100,4.59
514,Srandakan,ID,2022-03-13 03:28:31,-7.9386,110.2506,86.54,67,72,5.08
515,Skovorodino,RU,2022-03-13 03:28:31,53.9833,123.9167,16.65,68,100,3.85
516,Saint Pete Beach,US,2022-03-13 03:28:32,27.7253,-82.7412,56.16,55,12,10.0
517,Korla,CN,2022-03-13 03:28:32,41.7597,86.1469,53.02,35,99,6.11
518,Talaya,RU,2022-03-13 03:28:32,61.3833,152.75,4.41,85,100,4.38
519,Phuthaditjhaba,ZA,2022-03-13 03:28:33,-28.5242,28.8158,56.8,90,25,2.13
520,Byron Bay,AU,2022-03-13 03:28:15,-28.65,153.6167,73.94,73,39,9.53
521,Lewistown,US,2022-03-13 03:28:33,40.5992,-77.5714,19.72,80,40,17.27
522,Acapulco,MX,2022-03-13 03:25:05,16.8634,-99.8901,75.02,83,0,4.61
523,Tombouctou,ML,2022-03-13 03:28:34,20.0,-3.0,65.75,12,0,11.61
524,Huarmey,PE,2022-03-13 03:28:34,-10.0681,-78.1522,73.85,79,90,7.16
525,Ossora,RU,2022-03-13 03:28:35,59.2353,163.0719,26.33,78,19,3.96
526,Hualmay,PE,2022-03-13 03:28:35,-11.0964,-77.6139,72.77,81,94,6.89
527,Hella,NO,2022-03-13 03:28:35,67.2,14.4333,41.14,52,39,14.97
528,Aquiraz,BR,2022-03-13 03:28:36,-3.9014,-38.3911,81.05,85,100,5.68
529,Sam Roi Yot,TH,2022-03-13 03:28:37,12.2708,99.872,90.97,51,95,4.41
530,Avera,US,2022-03-13 03:28:37,33.194,-82.5271,32.38,48,0,11.43
531,Santa Cruz Cabralia,BR,2022-03-13 03:25:04,-16.2781,-39.0247,80.83,78,40,9.22
532,Aklavik,CA,2022-03-13 03:28:38,68.2191,-135.0107,-12.86,87,66,8.1
533,Los Llanos De Aridane,ES,2022-03-13 03:28:38,28.6585,-17.9182,58.75,83,0,4.61
534,Udachnyy,RU,2022-03-13 03:28:38,66.4167,112.4,-12.55,93,96,1.45
535,Sohbatpur,PK,2022-03-13 03:28:39,28.5202,68.5434,82.62,23,98,7.94
536,Whitehorse,CA,2022-03-13 03:28:39,60.7161,-135.0538,12.81,81,100,13.8
537,Beyneu,KZ,2022-03-13 03:28:40,45.3167,55.2,31.32,88,96,13.13
538,Berezovka,BY,2022-03-13 03:28:40,53.7214,25.4993,30.0,85,75,5.1
539,Laguna,US,2022-03-13 03:28:41,38.421,-121.4238,59.14,58,75,16.11
540,Jasper,US,2022-03-13 03:28:41,37.2001,-94.3502,37.45,54,0,13.8
541,Kumbhraj,IN,2022-03-13 03:28:41,24.3667,77.05,77.74,23,0,4.65
542,Pangkalanbuun,ID,2022-03-13 03:28:42,-2.6833,111.6167,92.05,51,32,2.44
543,Lake Havasu City,US,2022-03-13 03:28:42,34.4839,-114.3224,68.09,11,0,5.75
544,Lasa,IT,2022-03-13 03:28:42,46.6166,10.7002,32.88,97,89,3.36
545,Puyang,CN,2022-03-13 03:28:43,29.4603,119.8861,72.27,72,81,2.68
546,Bengbu,CN,2022-03-13 03:28:43,32.9408,117.3608,73.63,59,8,1.77
