City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
520,Kovdor,67.5662,30.4758,26.11,94,100,3.76,RU,overcast clouds,2022-03-15 07:26:46
521,Great Yarmouth,52.6083,1.7305,42.46,86,100,3.4,GB,overcast clouds,2022-03-15 07:26:46
522,Seoul,37.5683,126.9778,55.0,44,0,4.61,KR,clear sky,2022-03-15 07:25:12
523,Taganak,6.0833,118.3,87.94,70,35,7.76,PH,scattered clouds,2022-03-15 07:26:47
524,Boyolangu,-8.1181,111.8935,83.79,77,90,7.49,ID,moderate rain,2022-03-15 07:26:47
525,Qasigiannguit,68.8193,-51.1922,-0.15,95,100,4.14,GL,overcast clouds,2022-03-15 07:26:47
526,Opuwo,-18.0607,13.84,69.78,58,5,2.53,NA,clear sky,2022-03-15 07:26:48
527,Chapais,49.7834,-74.8492,2.98,99,14,2.71,CA,few clouds,2022-03-15 07:26:48
528,Lahad Datu,5.0268,118.327,82.98,80,100,4.99,MY,overcast clouds,2022-03-15 07:26:49
529,Zhengjiatun,43.5064,123.5064,37.13,89,100,10.33,CN,overcast clouds,2022-03-15 07:26:49
530,Amahai,-3.3333,128.9167,84.31,75,100,5.46,ID,overcast clouds,2022-03-15 07:26:49
531,Constitucion,-35.3333,-72.4167,59.59,73,0,4.27,CL,clear sky,2022-03-15 07:26:50
532,Boralday,43.3578,76.8594,40.86,93,100,2.24,KZ,mist,2022-03-15 07:26:50
533,Kopavogur,64.1123,-21.913,32.22,86,75,27.63,IS,broken clouds,2022-03-15 07:26:51
534,Inuvik,68.3499,-133.7218,-3.14,84,100,5.75,CA,overcast clouds,2022-03-15 07:26:51
535,Port Moresby,-9.4431,147.1797,83.62,74,75,11.5,PG,haze,2022-03-15 07:24:55
536,Ancona,43.55,13.1667,48.67,78,100,4.61,IT,overcast clouds,2022-03-15 07:26:52
537,Santa Maria Del Oro,25.9333,-105.3667,51.17,14,0,6.49,MX,clear sky,2022-03-15 07:26:52
538,Alice,27.7523,-98.0697,69.37,94,20,5.75,US,few clouds,2022-03-15 07:26:52
539,San Quintin,30.4833,-115.95,58.6,81,97,6.64,MX,overcast clouds,2022-03-15 07:26:53
540,Mwingi,-0.9344,38.0601,81.64,46,85,4.76,KE,overcast clouds,2022-03-15 07:26:53
541,Bosaso,11.2842,49.1816,80.58,74,0,14.97,SO,clear sky,2022-03-15 07:26:53
542,Yagodnoye,62.55,149.6667,-1.35,96,12,2.1,RU,few clouds,2022-03-15 07:26:54
543,Coos Bay,43.3665,-124.2179,52.93,99,100,10.36,US,mist,2022-03-15 07:26:54
544,Meridian,43.6121,-116.3915,52.16,55,0,19.57,US,clear sky,2022-03-15 07:26:55
545,Amposta,40.7131,0.581,57.24,93,100,21.18,ES,overcast clouds,2022-03-15 07:26:55
546,Champerico,14.3,-91.9167,79.11,72,46,5.35,GT,scattered clouds,2022-03-15 07:26:55
547,Sinnamary,5.3833,-52.95,76.1,90,100,12.06,GF,overcast clouds,2022-03-15 07:26:56
548,Aykhal,66.0,111.5,-5.96,86,94,4.45,RU,overcast clouds,2022-03-15 07:26:56
549,Balakhninskiy,58.0106,114.2769,6.64,69,100,4.83,RU,overcast clouds,2022-03-15 07:26:56
550,Caluquembe,-13.7833,14.6833,63.16,76,100,3.89,AO,overcast clouds,2022-03-15 07:26:57
551,Turukhansk,65.8167,87.9833,12.4,90,100,9.55,RU,light snow,2022-03-15 07:26:57
552,Portland,45.5234,-122.6762,50.9,94,100,7.0,US,overcast clouds,2022-03-15 07:24:24
553,Casablanca,33.5928,-7.6192,48.54,81,40,6.91,MA,scattered clouds,2022-03-15 07:25:44
554,Gejiu,23.306,103.1635,70.11,49,53,4.09,CN,broken clouds,2022-03-15 07:26:58
555,Mayya,61.7333,130.2811,4.32,77,100,2.71,RU,overcast clouds,2022-03-15 07:26:58
556,Kolokani,13.5728,-8.0339,73.29,12,0,7.27,ML,clear sky,2022-03-15 07:26:59
557,Andros Town,24.7,-77.7667,73.36,83,0,12.86,BS,clear sky,2022-03-15 07:26:59
558,Fountain Hills,33.6117,-111.7174,65.57,26,0,5.75,US,clear sky,2022-03-15 07:27:00
559,Ntungamo,-0.8833,29.65,78.55,58,73,0.89,UG,light rain,2022-03-15 07:27:00
560,Alghero,40.5589,8.3181,55.49,71,0,10.36,IT,clear sky,2022-03-15 07:27:00
561,Soyo,-6.1349,12.3689,78.78,88,100,6.89,AO,overcast clouds,2022-03-15 07:27:01
562,Dauriya,49.9333,116.8667,13.35,66,0,18.34,RU,clear sky,2022-03-15 07:27:01
563,Caravelas,-17.7125,-39.2481,75.69,88,99,4.05,BR,light rain,2022-03-15 07:27:02
564,Freital,51.0017,13.6488,47.37,88,0,4.61,DE,clear sky,2022-03-15 07:25:24
565,Agadir,30.4202,-9.5982,50.45,83,99,10.25,MA,overcast clouds,2022-03-15 07:27:02
566,Codrington,-38.2667,141.9667,73.89,62,100,7.99,AU,overcast clouds,2022-03-15 07:27:03
567,Kirishi,59.4471,32.0205,31.21,83,83,6.17,RU,broken clouds,2022-03-15 07:27:03
568,Grande Prairie,55.1667,-118.8027,26.78,74,75,2.3,CA,broken clouds,2022-03-15 07:27:03
569,Atambua,-9.1061,124.8925,82.67,72,89,1.5,ID,overcast clouds,2022-03-15 07:27:04
570,Punta Alta,-38.8759,-62.0736,62.82,68,100,6.29,AR,overcast clouds,2022-03-15 07:27:04
571,Karratha,-20.7377,116.8463,99.66,32,0,15.3,AU,clear sky,2022-03-15 07:27:05
572,Nordby,55.446,8.3979,39.43,96,100,8.05,DK,fog,2022-03-15 07:27:05
573,Havelock,34.8791,-76.9013,52.93,87,0,0.0,US,clear sky,2022-03-15 07:27:06
574,Belmonte,-15.8631,-38.8828,76.15,86,93,3.15,BR,moderate rain,2022-03-15 07:27:06
575,Monrovia,6.3005,-10.7969,77.29,89,100,8.57,LR,overcast clouds,2022-03-15 07:27:06
576,Borujerd,33.8973,48.7516,55.63,37,0,6.91,IR,clear sky,2022-03-15 07:27:07
577,Corinto,37.9407,22.9573,49.89,66,0,3.44,GR,clear sky,2022-03-15 07:27:07
578,Benghazi,32.1167,20.0667,54.23,62,30,12.24,LY,scattered clouds,2022-03-15 07:27:08
579,Arlit,18.7369,7.3853,73.09,9,6,2.89,NE,clear sky,2022-03-15 07:27:08
580,Lalmohan,22.3384,90.7419,88.75,28,0,2.01,BD,clear sky,2022-03-15 07:27:08
581,Dhidhdhoo,6.8833,73.1,82.78,69,100,5.73,MV,overcast clouds,2022-03-15 07:27:09
582,Nantucket,41.2835,-70.0995,44.74,87,0,8.05,US,clear sky,2022-03-15 07:27:09
583,La Huacana,18.9667,-101.8167,70.59,58,0,2.35,MX,clear sky,2022-03-15 07:27:09
584,Araouane,18.9048,-3.5265,72.82,8,5,7.63,ML,clear sky,2022-03-15 07:27:10
585,Barra Da Estiva,-13.6261,-41.3269,64.63,89,100,3.0,BR,overcast clouds,2022-03-15 07:27:10
586,Clearwater,27.9659,-82.8001,67.93,75,0,10.0,US,clear sky,2022-03-15 07:27:11
587,Sao Felix Do Xingu,-6.6447,-51.995,69.53,100,100,2.21,BR,heavy intensity rain,2022-03-15 07:27:11
588,Muli,2.9167,73.5667,82.4,72,67,4.81,MV,broken clouds,2022-03-15 07:27:11
589,Chalus,36.655,51.4204,47.66,87,100,11.5,IR,overcast clouds,2022-03-15 07:27:12
590,Mezen,65.8522,44.24,16.97,93,77,7.14,RU,broken clouds,2022-03-15 07:27:12
591,Kudahuvadhoo,2.6708,72.8944,82.27,71,100,6.15,MV,light rain,2022-03-15 07:27:13
592,Hervey Bay,-25.2986,152.8535,78.03,76,100,8.01,AU,overcast clouds,2022-03-15 07:27:13
593,Chililabombwe,-12.3648,27.8229,66.22,93,100,2.46,ZM,overcast clouds,2022-03-15 07:27:14
594,Chiredzi,-21.05,31.6667,86.43,47,13,3.78,ZW,few clouds,2022-03-15 07:27:14
595,Magdalena,14.1999,121.429,88.36,62,96,6.38,PH,overcast clouds,2022-03-15 07:27:14
596,Beringovskiy,63.05,179.3167,-8.01,95,10,7.45,RU,clear sky,2022-03-15 07:27:15
597,Ures,29.4333,-110.4,61.32,18,0,1.68,MX,clear sky,2022-03-15 07:27:15
598,Mormugao,15.4,73.8,89.67,44,88,12.88,IN,overcast clouds,2022-03-15 07:27:16
599,Ust-Ilimsk,58.0006,102.6619,9.07,76,100,6.11,RU,overcast clouds,2022-03-15 07:27:16
600,North Myrtle Beach,33.816,-78.68,44.65,100,0,0.0,US,clear sky,2022-03-15 07:27:17
601,Djibo,14.1022,-1.6306,78.48,15,11,10.0,BF,few clouds,2022-03-15 07:27:17
602,Bireun,5.203,96.7009,84.56,73,95,7.47,ID,overcast clouds,2022-03-15 07:27:17
603,Kaharlyk,49.8623,30.8282,36.81,65,5,10.45,UA,clear sky,2022-03-15 07:27:18
604,Homer,59.6425,-151.5483,32.81,72,0,5.01,US,clear sky,2022-03-15 07:27:18
605,Nizwa,22.9333,57.5333,91.6,16,0,5.37,OM,clear sky,2022-03-15 07:27:18
606,Impfondo,1.6381,18.0667,79.84,71,98,0.65,CG,overcast clouds,2022-03-15 07:27:19
607,Santo Tomas,14.1079,121.1414,91.65,65,69,2.48,PH,broken clouds,2022-03-15 07:27:19
608,Shubarshi,48.5872,57.1869,21.13,87,100,9.93,KZ,overcast clouds,2022-03-15 07:27:20
609,Doha,25.2867,51.5333,88.11,47,0,9.22,QA,clear sky,2022-03-15 07:27:20
610,Lima,-12.0432,-77.0282,72.39,85,0,9.22,PE,clear sky,2022-03-15 07:23:48
611,Uyuni,-20.4597,-66.825,46.96,61,43,11.7,BO,light rain,2022-03-15 07:27:21
612,Tacuarembo,-31.7333,-55.9833,56.48,79,0,1.68,UY,clear sky,2022-03-15 07:27:21
613,Kindu,-2.95,25.95,74.55,87,89,2.26,CD,overcast clouds,2022-03-15 07:27:21
614,Martapura,-3.4167,114.85,86.09,74,40,14.97,ID,thunderstorm with rain,2022-03-15 07:27:22
615,Taltal,-25.4,-70.4833,66.15,85,56,1.77,CL,broken clouds,2022-03-15 07:27:22
616,Port Augusta,-32.5,137.7667,94.03,21,10,4.94,AU,light rain,2022-03-15 07:27:23
617,Loiza,18.4313,-65.8802,76.05,86,40,9.22,PR,scattered clouds,2022-03-15 07:27:23
618,Dudinka,69.4058,86.1778,1.62,92,100,8.34,RU,overcast clouds,2022-03-15 07:27:23
619,Rovaniemi,66.5,25.7167,17.01,92,75,4.61,FI,fog,2022-03-15 07:27:24
620,Zhuhai,22.2769,113.5678,92.86,83,20,9.22,CN,few clouds,2022-03-15 07:27:24
621,Polunochnoye,60.8697,60.4153,16.29,83,100,1.7,RU,overcast clouds,2022-03-15 07:27:25
622,Novi Pazar,43.1367,20.5122,35.58,87,25,1.28,RS,scattered clouds,2022-03-15 07:27:25
623,Hohhot,40.8106,111.6522,62.89,17,1,17.9,CN,clear sky,2022-03-15 07:27:25
624,Trelew,-43.249,-65.3051,65.89,52,10,11.5,AR,clear sky,2022-03-15 07:27:26
625,The Pas,53.8251,-101.2541,8.62,92,100,3.44,CA,overcast clouds,2022-03-15 07:27:26
626,Kabanjahe,3.1001,98.4908,74.43,79,96,2.51,ID,moderate rain,2022-03-15 07:27:26
627,Chumikan,54.7183,135.315,18.91,90,100,12.91,RU,overcast clouds,2022-03-15 07:27:27
628,Banda Aceh,5.5577,95.3222,84.06,74,43,1.23,ID,scattered clouds,2022-03-15 07:27:27
629,Tam Ky,15.5667,108.4833,81.95,66,78,8.41,VN,broken clouds,2022-03-15 07:23:27
630,Waharoa,-37.7667,175.7667,71.44,70,23,6.24,NZ,few clouds,2022-03-15 07:27:28
631,Anadyr,64.75,177.4833,-3.5,84,0,2.24,RU,clear sky,2022-03-15 07:27:28
632,Gat,31.61,34.7642,47.79,100,96,1.52,IL,overcast clouds,2022-03-15 07:27:29
633,Amapa,1.0,-52.0,70.47,100,100,1.77,BR,overcast clouds,2022-03-15 07:27:29
634,Mitu,1.1983,-70.1733,70.83,99,100,1.48,CO,overcast clouds,2022-03-15 07:27:29
635,La Rioja,42.25,-2.5,46.18,97,74,6.62,ES,broken clouds,2022-03-15 07:22:46
636,Tocopilla,-22.092,-70.1979,68.54,83,42,3.89,CL,scattered clouds,2022-03-15 07:27:30
637,Williston,48.147,-103.618,40.8,77,80,8.19,US,broken clouds,2022-03-15 07:27:30
638,Mantena,-18.7817,-40.9803,69.66,98,18,1.3,BR,few clouds,2022-03-15 07:27:31
639,Cuamba,-14.8031,36.5372,77.72,80,99,2.73,MZ,overcast clouds,2022-03-15 07:27:31
640,Cameron Park,38.6688,-120.9872,58.24,55,88,1.01,US,overcast clouds,2022-03-15 07:27:32
641,Koslan,63.4564,48.8989,21.09,88,83,1.05,RU,broken clouds,2022-03-15 07:27:32
642,Tiznit,29.5833,-9.5,45.75,79,48,3.62,MA,scattered clouds,2022-03-15 07:27:32
643,Kijang,35.2442,129.2139,62.33,54,0,5.68,KR,clear sky,2022-03-15 07:27:33
644,Ust-Omchug,61.15,149.6333,5.02,94,66,1.63,RU,broken clouds,2022-03-15 07:27:33
645,Nemuro,43.3236,145.575,31.35,99,100,17.58,JP,snow,2022-03-15 07:27:34
646,Sioux Lookout,50.1001,-91.917,19.47,73,100,5.75,CA,overcast clouds,2022-03-15 07:27:34
647,Parapotamos,39.5492,20.3228,48.11,54,5,3.31,GR,clear sky,2022-03-15 07:27:34
648,Imbituba,-28.24,-48.6703,69.82,90,97,3.02,BR,overcast clouds,2022-03-15 07:27:35
649,Yellandu,17.6,80.3333,100.69,9,6,4.88,IN,clear sky,2022-03-15 07:27:35
650,Kargasok,59.0556,80.8572,10.27,81,72,2.73,RU,broken clouds,2022-03-15 07:27:36
651,Savannah Bight,16.45,-85.85,79.84,77,6,15.43,HN,clear sky,2022-03-15 07:27:36
652,Changde,29.0464,111.6783,80.91,51,5,5.46,CN,clear sky,2022-03-15 07:23:44
653,Frejus,43.4329,6.7352,57.0,72,100,15.59,FR,overcast clouds,2022-03-15 07:24:12
654,Buala,-8.145,159.5921,81.07,79,100,5.3,SB,light rain,2022-03-15 07:27:37
655,Nongstoin,25.5167,91.2667,83.44,15,0,8.34,IN,clear sky,2022-03-15 07:27:37
656,Mulanay,13.5222,122.4042,88.38,60,97,1.43,PH,overcast clouds,2022-03-15 07:27:38
657,Laukaa,58.7372,29.8453,31.5,93,100,4.94,RU,overcast clouds,2022-03-15 07:23:12
658,Hofn,64.2539,-15.2082,40.15,71,100,30.29,IS,overcast clouds,2022-03-15 07:27:38
659,Krasnoselkup,65.7,82.4667,14.74,88,100,11.63,RU,overcast clouds,2022-03-15 07:27:39
660,Wewak,-3.5534,143.6268,84.69,70,85,8.48,PG,overcast clouds,2022-03-15 07:27:39
661,Qaqortoq,60.7167,-46.0333,-7.4,78,30,5.91,GL,scattered clouds,2022-03-15 07:27:40
662,Los Llanos De Aridane,28.6585,-17.9182,53.35,69,75,17.27,ES,broken clouds,2022-03-15 07:27:40
663,Havoysund,70.9963,24.6622,38.95,79,66,13.09,NO,broken clouds,2022-03-15 07:27:41
664,Vostok,46.4856,135.8833,31.06,82,100,6.82,RU,light snow,2022-03-15 07:27:41
665,Zhanaozen,43.3,52.8,35.2,42,93,2.35,KZ,overcast clouds,2022-03-15 07:27:42
666,Fare,-16.7,-151.0167,81.54,71,93,11.83,PF,overcast clouds,2022-03-15 07:27:42
667,Sakaiminato,35.55,133.2333,55.38,54,20,9.22,JP,few clouds,2022-03-15 07:27:42
668,Hobyo,5.3505,48.5268,82.98,58,100,16.91,SO,overcast clouds,2022-03-15 07:27:43
669,Cervo,43.6702,-7.4101,51.96,90,6,2.8,ES,clear sky,2022-03-15 07:27:43
670,Muramvya,-3.2682,29.6079,68.2,66,20,0.16,BI,few clouds,2022-03-15 07:27:44
671,Porbandar,21.6422,69.6093,88.02,39,6,9.01,IN,clear sky,2022-03-15 07:27:44
672,Havre-Saint-Pierre,50.2334,-63.5986,24.8,85,75,3.44,CA,broken clouds,2022-03-15 07:27:44
673,Kuching,1.55,110.3333,82.62,78,40,4.61,MY,light rain,2022-03-15 07:27:45
674,Agbor,6.2518,6.1934,79.65,85,100,3.31,NG,overcast clouds,2022-03-15 07:27:45
675,Grenfell,-33.9,148.1667,76.33,34,98,11.32,AU,overcast clouds,2022-03-15 07:27:46
676,Lauro Muller,-28.3928,-49.3967,69.8,78,96,0.56,BR,overcast clouds,2022-03-15 07:27:46
677,La Ronge,55.1001,-105.2842,12.45,92,100,4.61,CA,overcast clouds,2022-03-15 07:27:47
678,Zakamensk,50.3741,103.2863,13.96,56,100,3.94,RU,overcast clouds,2022-03-15 07:27:47
679,Porto Novo,6.4965,2.6036,82.22,79,100,5.57,BJ,overcast clouds,2022-03-15 07:24:30
680,Sayville,40.7359,-73.0821,47.01,74,20,5.75,US,few clouds,2022-03-15 07:24:43
681,Kutum,14.2,24.6667,63.14,18,0,18.68,SD,clear sky,2022-03-15 07:25:13
682,Marrakesh,31.6315,-8.0083,42.87,93,40,8.05,MA,scattered clouds,2022-03-15 07:27:48
683,Qui Nhon,13.7667,109.2333,80.62,70,12,10.09,VN,few clouds,2022-03-15 07:27:48
684,Bundaberg,-24.85,152.35,80.89,65,100,18.41,AU,overcast clouds,2022-03-15 07:27:49
685,Tumaco,1.7986,-78.8156,75.13,89,98,2.28,CO,light rain,2022-03-15 07:27:49
686,Tecoanapa,16.5167,-98.75,75.51,77,0,6.22,MX,clear sky,2022-03-15 07:27:50
687,Flin Flon,54.7682,-101.865,1.56,99,91,3.51,CA,overcast clouds,2022-03-15 07:27:50
688,Balikpapan,-1.2675,116.8289,86.99,74,20,6.91,ID,few clouds,2022-03-15 07:27:50
689,Hurghada,27.2574,33.8129,56.93,45,2,32.41,EG,clear sky,2022-03-15 07:26:42
690,Vila Franca Do Campo,37.7167,-25.4333,58.19,83,35,3.58,PT,scattered clouds,2022-03-15 07:27:51
691,Graaff-Reinet,-32.2522,24.5308,56.91,79,0,2.3,ZA,clear sky,2022-03-15 07:27:52
692,Omboue,-1.5746,9.2618,75.9,86,95,1.79,GA,light rain,2022-03-15 07:27:52
693,Henties Bay,-22.116,14.2845,62.42,80,4,2.68,NA,clear sky,2022-03-15 07:27:53
694,Mananjary,-21.2167,48.3333,81.48,72,95,2.01,MG,overcast clouds,2022-03-15 07:27:53
695,Hays,30.0502,-98.0336,61.05,48,0,4.0,US,clear sky,2022-03-15 07:27:53
696,Jiaxing,30.7522,120.75,62.53,69,6,11.07,CN,clear sky,2022-03-15 07:27:54
697,Padang,-0.9492,100.3543,89.65,70,100,5.73,ID,overcast clouds,2022-03-15 07:27:54
698,Lentvaris,54.65,25.05,36.1,75,0,3.44,LT,clear sky,2022-03-15 07:27:54
699,Lai,9.3952,16.2989,86.04,13,100,8.16,TD,overcast clouds,2022-03-15 07:27:55
700,Inirida,3.8653,-67.9239,73.36,96,100,2.15,CO,overcast clouds,2022-03-15 07:27:56
701,Novo Aripuana,-5.1206,-60.3797,70.86,99,100,1.05,BR,moderate rain,2022-03-15 07:27:56
702,Channel-Port Aux Basques,47.5702,-59.1367,30.4,79,100,21.83,CA,overcast clouds,2022-03-15 07:27:56
703,Grand Gaube,-20.0064,57.6608,85.37,77,50,8.01,MU,scattered clouds,2022-03-15 07:27:57
704,Omsukchan,62.5333,155.8,0.05,99,6,0.87,RU,clear sky,2022-03-15 07:27:57
705,Khani,41.9563,42.9566,27.97,59,100,3.11,GE,overcast clouds,2022-03-15 07:27:58
706,Mount Isa,-20.7333,139.5,92.97,36,81,11.5,AU,broken clouds,2022-03-15 07:27:58
707,Oceanside,33.1959,-117.3795,59.38,88,0,3.44,US,mist,2022-03-15 07:27:59
708,Karabulak,43.3036,44.8964,34.79,67,24,3.83,RU,few clouds,2022-03-15 07:27:59
709,Recea,47.6333,23.5167,33.71,64,0,2.3,RO,clear sky,2022-03-15 07:27:59
710,Rehoboth,-23.3167,17.0833,66.22,60,5,9.73,NA,clear sky,2022-03-15 07:28:00
711,Verkhnevilyuysk,63.4453,120.3167,2.35,84,100,5.53,RU,overcast clouds,2022-03-15 07:28:00
712,Hienghene,-20.6833,164.9333,80.19,80,29,5.73,NC,scattered clouds,2022-03-15 07:28:00
713,Dukat,62.55,155.55,-0.45,98,6,1.57,RU,clear sky,2022-03-15 07:28:01
714,Skjervoy,70.0311,20.9714,39.2,68,97,14.27,NO,overcast clouds,2022-03-15 07:28:01
715,Genhe,50.7833,121.5167,17.49,85,100,8.34,CN,light snow,2022-03-15 07:28:02
716,Moranbah,-22.0016,148.0466,85.32,38,100,17.0,AU,overcast clouds,2022-03-15 07:28:02
717,Prince Rupert,54.3161,-130.3201,42.49,87,100,27.63,CA,overcast clouds,2022-03-15 07:28:03
718,Rudbar,30.15,62.6,90.43,14,0,2.86,AF,clear sky,2022-03-15 07:28:03
719,Apache Junction,33.4151,-111.5496,63.84,26,0,5.75,US,clear sky,2022-03-15 07:28:03
720,Tatarskaya Pishlya,54.0608,44.8998,16.65,90,97,13.13,RU,overcast clouds,2022-03-15 07:28:04
721,Tura,25.5198,90.2201,95.34,10,0,7.47,IN,clear sky,2022-03-15 07:28:04
722,Letterkenny,54.95,-7.7333,44.49,71,100,11.16,IE,overcast clouds,2022-03-15 07:28:04
723,Mareeba,-17.0,145.4333,72.45,93,100,2.39,AU,light rain,2022-03-15 07:28:05
724,Gizo,-8.103,156.8419,84.56,69,92,6.55,SB,light rain,2022-03-15 07:28:05
